locusId	scaffoldId	begin	end	strand	original_name	gene_type	rbtnseq_ref_locusId	product	sysName	name	desc	ecocyc_id
BW25113_3652	CP009273.1	3818570	3820651	+	recG	CDS	17713	ATP-dependent DNA helicase	b3652	recG	ATP-dependent DNA helicase (NCBI)	EG10829
BW25113_3653	CP009273.1	3820820	3822025	-	gltS	CDS	17714	glutamate transporter	b3653	gltS	glutamate transporter (NCBI)	EG10406
BW25113_3654	CP009273.1	3822305	3823696	+	xanP	CDS	17715	xanthine permease	b3654	xanP	predicted transporter (NCBI)	EG11194
BW25113_3655	CP009273.1	3823817	3825526	+	yicH	CDS	17716	putative inner membrane-anchored periplasmic AsmA family protein	b3655	yicH	hypothetical protein (NCBI)	EG11684
BW25113_3656	CP009273.1	3825579	3827897	-	yicI	CDS	17717	putative alpha-glucosidase	b3656	yicI	predicted alpha-glucosidase (NCBI)	EG11685
BW25113_3657	CP009273.1	3827907	3829289	-	yicJ	CDS	17718	putative transporter	b3657	yicJ	putative permease (VIMSS)	EG11686
BW25113_3658	CP009273.1	3829582	3829676	+	selC	tRNA		tRNA-Sec		selC	tRNA-Sec	
BW25113_4653	CP009273.1	3829785	3829916	+	yicT	CDS				yicT		
BW25113_3659	CP009273.1	3830313	3831497	+	setC	CDS	17719	putative arabinose efflux transporter	b3659	setC	predicted sugar efflux system (NCBI)	EG11687
BW25113_3660	CP009273.1	3831608	3832531	+	yicL	CDS	17720	EamA family inner membrane putative transporter	b3660	yicL	predicted inner membrane protein (NCBI)	EG11688
BW25113_3661	CP009273.1	3832535	3833353	-	nlpA	CDS	17721	cytoplasmic membrane lipoprotein-28	b3661	nlpA	cytoplasmic membrane lipoprotein-28 (NCBI)	EG10657
BW25113_4555	CP009273.1	3833575	3833868	+	yicS	CDS	1937078	putative periplasmic protein	b4555	yicS	hypothetical protein (NCBI)	G0-10469
BW25113_3662	CP009273.1	3833909	3835099	-	nepI	CDS	17722	putative transporter	b3662	nepI	predicted transporter (RefSeq)	EG11689
BW25113_3663	CP009273.1	3835310	3835762	-	yicN	CDS	17723	DUF1198 family protein	b3663	yicN	orf, hypothetical protein (VIMSS)	EG11690
BW25113_3664	CP009273.1	3835815	3837149	-	yicO	CDS	17724	putative adenine permease	b3664	adeQ	orf, hypothetical protein (VIMSS)	EG11691
BW25113_3665	CP009273.1	3837324	3839090	+	ade	CDS	17725	cryptic adenine deaminase	b3665	adeD	cryptic adenine deaminase (NCBI)	EG11692
BW25113_3666	CP009273.1	3839136	3840527	-	uhpT	CDS	17726	hexose phosphate transporter	b3666	uhpT	sugar phosphate antiporter (NCBI)	EG11054
BW25113_3667	CP009273.1	3840665	3841984	-	uhpC	CDS	17727	membrane protein regulates uhpT expression	b3667	uhpC	regulator of uhpT (VIMSS)	EG11053
BW25113_3668	CP009273.1	3841994	3843496	-	uhpB	CDS	17728	sensory histidine kinase in two-component regulatory sytem with UhpA	b3668	uhpB	sensor histidine protein kinase phosphorylates UhpA (VIMSS)	EG11052
BW25113_3669	CP009273.1	3843496	3844086	-	uhpA	CDS	17729	response regulator in two-component regulatory system wtih UhpB	b3669	uhpA	DNA-binding response regulator in two-component regulatory system wtih UhpB (NCBI)	EG11051
BW25113_3670	CP009273.1	3844162	3844452	-	ilvN	CDS	17730	acetolactate synthase 1 small subunit	b3670	ilvN	acetolactate synthase small subunit (NCBI)	EG10502
BW25113_3671	CP009273.1	3844456	3846144	-	ilvB	CDS	17731	acetolactate synthase 2 large subunit	b3671	ilvB	acetolactate synthase large subunit (NCBI)	EG10494
BW25113_3672	CP009273.1	3846250	3846348	-	ivbL	CDS	17732	ilvB operon leader peptide	b3672	ivbL	ilvB operon leader peptide (NCBI)	EG11275
BW25113_4616	CP009273.1	3846478	3846617	-	istR	ncRNA		sRNA antisense regulators IstR-1 and IstR-2%2C affectr tisB%2C Hfq-dependent		istR	sRNA antisense regulators IstR-1 and IstR-2%2C affectr tisB%2C Hfq-dependent	
BW25113_4618	CP009273.1	3846913	3847002	+	tisB	CDS	3446235	toxic membrane persister formation peptide%2C LexA-regulated	b4618	tisB	lexA-regulated toxic peptide (RefSeq)	G0-9962
BW25113_3673	CP009273.1	3847282	3848466	+	emrD	CDS	17733	multidrug efflux system protein	b3673	emrD	2-module integral membrane pump; multidrug resistance (VIMSS)	EG11693
BW25113_3674	CP009273.1	3848474	3848971	-	yidF	CDS	17734	putative Cys-type oxidative YidJ-maturating enzyme	b3674	yidF	predicted DNA-binding transcriptional regulator (NCBI)	EG11694
BW25113_3675	CP009273.1	3848968	3849330	-	yidG	CDS	17735	inner membrane protein	b3675	yidG	predicted inner membrane protein (NCBI)	EG11695
BW25113_3676	CP009273.1	3849320	3849667	-	yidH	CDS	17736	DUF202 family inner membrane protein	b3676	yidH	conserved inner membrane protein (NCBI)	EG11696
BW25113_3677	CP009273.1	3849775	3850224	+	yidI	CDS	17737	inner membrane protein	b3677	yidI	predicted inner membrane protein (NCBI)	EG11697
BW25113_3678	CP009273.1	3850271	3851764	-	yidJ	CDS	17738	sulfatase/phosphatase superfamily protein	b3678	yidJ	predicted sulfatase/phosphatase (NCBI)	EG11705
BW25113_3679	CP009273.1	3851761	3853476	-	yidK	CDS	17739	putative transporter	b3679	yidK	predicted transporter (NCBI)	EG11706
BW25113_3680	CP009273.1	3853643	3854536	+	yidL	CDS	17740	AraC family putative transcriptional regulator	b3680	yidL	predicted DNA-binding transcriptional regulator (RefSeq)	EG11707
BW25113_4556	CP009273.1	3854533	3855347	-	glvG	CDS				glvG		
BW25113_3683	CP009273.1	3855347	3856963	-	glvC	CDS				glvC		
BW25113_3684	CP009273.1	3857259	3857975	+	yidP	CDS	17743	UTRA domain-containing GntR family putative transcriptional regulator	b3684	yidP	predicted DNA-binding transcriptional regulator (NCBI)	EG11711
BW25113_3685	CP009273.1	3857972	3859633	-	yidE	CDS	17744	putative transporter	b3685	yidE	putative transport protein (VIMSS)	EG11536
BW25113_3686	CP009273.1	3859829	3860257	-	ibpB	CDS	17745	heat shock chaperone	b3686	ibpB	heat shock chaperone (NCBI)	EG11535
BW25113_3687	CP009273.1	3860369	3860782	-	ibpA	CDS	17746	heat shock chaperone	b3687	ibpA	heat shock chaperone (NCBI)	EG11534
BW25113_3688	CP009273.1	3861088	3861420	+	yidQ	CDS	17747	DUF1375 family outer membrane protein	b3688	yidQ	orf, hypothetical protein (VIMSS)	EG11712
BW25113_3689	CP009273.1	3861422	3862669	-	yidR	CDS	17748	DUF3748 family protein	b3689	yidR	conserved protein (NCBI)	EG11713
BW25113_3690	CP009273.1	3862737	3863801	+	cbrA	CDS	17749	colicin M resistance protein%3B FAD-binding protein%2C putative oxidoreductase	b3690	cbrA	orf, hypothetical protein (VIMSS)	EG11714
BW25113_3691	CP009273.1	3863798	3865090	-	dgoT	CDS	17750	D-galactonate transporter	b3691	dgoT	D-galactonate transport (VIMSS)	EG20053
BW25113_4478	CP009273.1	3865210	3866358	-	dgoD	CDS	1937093	galactonate dehydratase	b4478	dgoD	galactonate dehydratase (NCBI)	GB4478
BW25113_4477	CP009273.1	3866355	3866972	-	dgoA	CDS	1937094	2-oxo-3-deoxygalactonate 6-phosphate aldolase	b4477	dgoA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase (NCBI)	EG20049
BW25113_3693	CP009273.1	3866956	3867834	-	dgoK	CDS	17752	2-oxo-3-deoxygalactonate kinase	b3693	dgoK	2-oxo-3-deoxygalactonate kinase (NCBI)	EG20051
BW25113_4479	CP009273.1	3867831	3868520	-	dgoR	CDS	1937095	putative DNA-binding transcriptional regulator	b4479	dgoR	predicted DNA-binding transcriptional regulator (NCBI)	G7789
BW25113_3696	CP009273.1	3868798	3869454	+	yidX	CDS	1937096	putative lipoprotein	b3696	yidX	predicted lipoproteinC (NCBI)	EG11719
BW25113_3697	CP009273.1	3869500	3870312	-	yidA	CDS	17756	sugar phosphate phosphatase%3B substrates include erythrose 4-P and mannose 1-P phosphatase	b3697	yidA	predicted hydrolase (NCBI)	EG11195
BW25113_3698	CP009273.1	3870427	3870825	-	yidB	CDS	17757	DUF937 family protein	b3698	yidB	orf, hypothetical protein (VIMSS)	EG11196
BW25113_3699	CP009273.1	3871065	3873479	-	gyrB	CDS	1937098	DNA gyrase%2C subunit B	b3699	gyrB	DNA gyrase subunit B (NCBI)	EG10424
BW25113_3700	CP009273.1	3873508	3874581	-	recF	CDS	17759	gap repair protein	b3700	recF	recombination protein F (NCBI)	EG10828
BW25113_3701	CP009273.1	3874581	3875681	-	dnaN	CDS	17760	DNA polymerase III%2C beta subunit	b3701	dnaN	DNA polymerase III subunit beta (NCBI)	EG10242
BW25113_3702	CP009273.1	3875686	3877089	-	dnaA	CDS	17761	chromosomal replication initiator protein DnaA%2C DNA-binding transcriptional dual regulator	b3702	dnaA	chromosomal replication initiation protein (NCBI)	EG10235
BW25113_3703	CP009273.1	3877696	3877836	+	rpmH	CDS	17762	50S ribosomal subunit protein L34	b3703	rpmH	50S ribosomal protein L34 (NCBI)	EG10892
BW25113_3704	CP009273.1	3877853	3878212	+	rnpA	CDS	17763	protein C5 component of RNase P	b3704	rnpA	ribonuclease P (NCBI)	EG10862
BW25113_4557	CP009273.1	3878176	3878433	+	yidD	CDS	1937099	membrane protein insertion efficiency factor%2C inner membrane protein%2C UPF0161 family	b4557	yidD	hypothetical protein (NCBI)	G0-10470
BW25113_3705	CP009273.1	3878436	3880082	+	yidC	CDS	17765	membrane protein insertase	b3705	yidC	inner membrane protein translocase component YidC (NCBI)	EG11197
BW25113_3706	CP009273.1	3880188	3881552	+	mnmE	CDS	17766	tRNA U34 5-methylaminomethyl-2-thiouridine modification GTPase	b3706	mnmE	tRNA modification GTPase (NCBI)	EG10997
BW25113_3707	CP009273.1	3881795	3881869	+	tnaC	CDS	17767	tryptophanase leader peptide	b3707	tnaC	tryptophanase leader peptide (NCBI)	EG11276
BW25113_3708	CP009273.1	3882090	3883505	+	tnaA	CDS	17768	tryptophanase/L-cysteine desulfhydrase%2C PLP-dependent	b3708	tnaA	tryptophanase (VIMSS)	EG11005
BW25113_3709	CP009273.1	3883596	3884843	+	tnaB	CDS	17769	tryptophan transporter of low affinity	b3709	tnaB	tryptophan transporter of low affinity (NCBI)	EG11006
BW25113_3710	CP009273.1	3884975	3886150	+	mdtL	CDS	17770	multidrug efflux system protein	b3710	mdtL	multidrug efflux system protein (NCBI)	EG11720
BW25113_3711	CP009273.1	3886125	3887084	+	yidZ	CDS	17771	putative DNA-binding transcriptional regulator	b3711	yidZ	predicted DNA-binding transcriptional regulator (NCBI)	EG11721
BW25113_3712	CP009273.1	3887241	3887990	+	yieE	CDS	17772	phosphopantetheinyl transferase superfamily protein	b3712	yieE	predicted phosphopantetheinyl transferase (RefSeq)	EG11722
BW25113_3713	CP009273.1	3888012	3888578	+	chrR	CDS	17773	chromate reductase%2C Class I%2C flavoprotein	b3713	yieF	chromate reductase, Class I, flavoprotein (NCBI)	EG11723
BW25113_3714	CP009273.1	3888632	3889969	-	purP	CDS	17774	adenine permease%2C high affinity%3B adenine:H+ symporter	b3714	adeP	predicted inner membrane protein (NCBI)	EG11724
BW25113_3715	CP009273.1	3890134	3890799	+	yieH	CDS	17775	phosphoenolpyruvate and 6-phosphogluconate phosphatase	b3715	yieH	predicted hydrolase (NCBI)	EG11725
BW25113_3716	CP009273.1	3890866	3891333	+	cbrB	CDS	17776	PRK09823 family inner membrane protein%2C creBC regulon	b3716	cbrB	predicted inner membrane protein (NCBI)	EG11726
BW25113_3717	CP009273.1	3891382	3891969	+	cbrC	CDS	17777	UPF0167 family protein	b3717	cbrC	hypothetical protein (NCBI)	EG11727
BW25113_3718	CP009273.1	3892031	3892753	-	yieK	CDS	1937101	putative 6-phosphogluconolactonase	b3718	yieK	hypothetical protein (NCBI)	EG11728
BW25113_3719	CP009273.1	3892768	3893937	-	yieL	CDS	17779	putative xylanase	b3719	yieL	predicted xylanase (RefSeq)	EG11729
BW25113_3720	CP009273.1	3893964	3895580	-	bglH	CDS	17780	carbohydrate-specific outer membrane porin%2C cryptic	b3720	bglH	carbohydrate-specific outer membrane porin, cryptic (NCBI)	EG11364
BW25113_3721	CP009273.1	3895649	3897061	-	bglB	CDS	17781	cryptic phospho-beta-glucosidase B	b3721	bglB	cryptic phospho-beta-glucosidase B (NCBI)	EG10114
BW25113_3722	CP009273.1	3897080	3898957	-	bglF	CDS	17782	fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component	b3722	bglF	fused beta-glucoside-specific PTS enzymes: IIA component/IIB component/IIC component (NCBI)	EG10115
BW25113_3723	CP009273.1	3899091	3899927	-	bglG	CDS	17783	transcriptional antiterminator of the bgl operon	b3723	bglG	transcriptional antiterminator of the bgl operon (NCBI)	EG10116
BW25113_3724	CP009273.1	3900213	3900938	-	phoU	CDS	17784	negative regulator of PhoR/PhoB two-component regulator	b3724	phoU	negative regulator of PhoR/PhoB two-component regulator (NCBI)	EG10735
BW25113_3725	CP009273.1	3900953	3901726	-	pstB	CDS	17785	phosphate transporter subunit	b3725	pstB	phosphate transporter subunit (NCBI)	EG10783
BW25113_3726	CP009273.1	3901909	3902799	-	pstA	CDS	17786	phosphate transporter subunit	b3726	pstA	phosphate transporter subunit (NCBI)	EG10782
BW25113_3727	CP009273.1	3902799	3903758	-	pstC	CDS	17787	phosphate transporter subunit	b3727	pstC	phosphate transporter subunit (NCBI)	EG10784
BW25113_3728	CP009273.1	3903845	3904885	-	pstS	CDS	17788	periplasmic phosphate binding protein%2C high-affinity	b3728	pstS	phosphate transporter subunit (NCBI)	EG10734
BW25113_3729	CP009273.1	3905199	3907028	-	glmS	CDS	17789	L-glutamine:D-fructose-6-phosphate aminotransferase	b3729	glmS	D-fructose-6-phosphate amidotransferase (NCBI)	EG10382
BW25113_3730	CP009273.1	3907190	3908560	-	glmU	CDS	17790	fused N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase	b3730	glmU	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase (NCBI)	EG11198
BW25113_3731	CP009273.1	3908913	3909332	-	atpC	CDS	17791	F1 sector of membrane-bound ATP synthase%2C epsilon subunit	b3731	atpC	F0F1 ATP synthase subunit epsilon (NCBI)	EG10100
BW25113_3732	CP009273.1	3909353	3910735	-	atpD	CDS	17792	F1 sector of membrane-bound ATP synthase%2C beta subunit	b3732	atpD	F0F1 ATP synthase subunit beta (NCBI)	EG10101
BW25113_3733	CP009273.1	3910762	3911625	-	atpG	CDS	17793	F1 sector of membrane-bound ATP synthase%2C gamma subunit	b3733	atpG	F0F1 ATP synthase subunit gamma (NCBI)	EG10104
BW25113_3734	CP009273.1	3911676	3913217	-	atpA	CDS	17794	F1 sector of membrane-bound ATP synthase%2C alpha subunit	b3734	atpA	F0F1 ATP synthase subunit alpha (NCBI)	EG10098
BW25113_3735	CP009273.1	3913230	3913763	-	atpH	CDS	17795	F1 sector of membrane-bound ATP synthase%2C delta subunit	b3735	atpH	F0F1 ATP synthase subunit delta (NCBI)	EG10105
BW25113_3736	CP009273.1	3913778	3914248	-	atpF	CDS	17796	F0 sector of membrane-bound ATP synthase%2C subunit b	b3736	atpF	F0F1 ATP synthase subunit B (NCBI)	EG10103
BW25113_3737	CP009273.1	3914310	3914549	-	atpE	CDS	17797	F0 sector of membrane-bound ATP synthase%2C subunit c	b3737	atpE	F0F1 ATP synthase subunit C (NCBI)	EG10102
BW25113_3738	CP009273.1	3914596	3915411	-	atpB	CDS	17798	F0 sector of membrane-bound ATP synthase%2C subunit a	b3738	atpB	F0F1 ATP synthase subunit A (NCBI)	EG10099
BW25113_3739	CP009273.1	3915420	3915800	-	atpI	CDS	17799	ATP synthase%2C membrane-bound accessory factor	b3739	atpI	membrane-bound ATP synthase, dispensable protein, affects expression of atpB (VIMSS)	EG10106
BW25113_3740	CP009273.1	3916417	3917040	-	rsmG	CDS	17800	16S rRNA m(7)G527 methyltransferase%2C SAM-dependent%3B glucose-inhibited cell-division protein	b3740	rsmG	glucose-inhibited division protein B (NCBI)	EG10376
BW25113_3741	CP009273.1	3917104	3918993	-	mnmG	CDS	17801	5-methylaminomethyl-2-thiouridine modification at tRNA U34	b3741	mnmG	glucose-inhibited division protein A (NCBI)	EG10375
BW25113_3742	CP009273.1	3919372	3919815	-	mioC	CDS	17802	FMN-binding protein MioC	b3742	mioC	flavodoxin (NCBI)	EG11199
BW25113_3743	CP009273.1	3919905	3920363	-	asnC	CDS	17803	transcriptional activator of asnA%3B autorepressor	b3743	asnC	DNA-binding transcriptional dual regulator (NCBI)	EG10093
BW25113_3744	CP009273.1	3920515	3921507	+	asnA	CDS	17804	asparagine synthetase A	b3744	asnA	asparagine synthetase AsnA (NCBI)	EG10091
BW25113_3745	CP009273.1	3921512	3922963	-	viaA	CDS	1937104	stimulator of RavA ATPase activity%3B von Willebrand factor domain protein	b3745	viaA	predicted von Willibrand factor containing protein (NCBI)	EG11730
BW25113_3746	CP009273.1	3922957	3924453	-	ravA	CDS	17806	hexameric AAA+ MoxR family ATPase%2C putative molecular chaperone	b3746	ravA	putative 2-component regulator (VIMSS)	EG11731
BW25113_3747	CP009273.1	3924676	3926544	+	kup	CDS	1937106	potassium transporter	b3747	kup	potassium transporter (NCBI)	EG11541
BW25113_3748	CP009273.1	3926711	3927130	+	rbsD	CDS	17808	putative cytoplasmic sugar-binding protein	b3748	rbsD	D-ribose high-affinity transport system; membrane-associated protein (VIMSS)	EG10817
BW25113_3749	CP009273.1	3927138	3928643	+	rbsA	CDS	17809	fused D-ribose transporter subunits of ABC superfamily: ATP-binding components	b3749	rbsA	fused D-ribose transporter subunits of ABC superfamily: ATP-binding components (NCBI)	EG10814
BW25113_3750	CP009273.1	3928648	3929613	+	rbsC	CDS	17810	D-ribose transporter subunit	b3750	rbsC	ribose ABC transporter permease protein (NCBI)	EG10816
BW25113_3751	CP009273.1	3929638	3930528	+	rbsB	CDS	17811	D-ribose transporter subunit	b3751	rbsB	D-ribose transporter subunit (NCBI)	EG10815
BW25113_3752	CP009273.1	3930654	3931583	+	rbsK	CDS	17812	ribokinase	b3752	rbsK	ribokinase (NCBI)	EG10818
BW25113_3753	CP009273.1	3931587	3932579	+	rbsR	CDS	17813	transcriptional repressor of ribose metabolism	b3753	rbsR	DNA-binding transcriptional repressor of ribose metabolism (NCBI)	EG10819
BW25113_3754	CP009273.1	3932545	3933972	-	hsrA	CDS	17814	putative multidrug or homocysteine efflux system	b3754	hsrA	predicted multidrug or homocysteine efflux system (NCBI)	EG11732
BW25113_3755	CP009273.1	3933995	3934687	-	yieP	CDS	1937108	putative transcriptional regulator	b3755	yieP	predicted transcriptional regulator (NCBI)	EG11733
BW25113_3756	CP009273.1	3935168	3936709	+	rrsC	rRNA		16S ribosomal RNA of rrnC operon		rrsC	16S ribosomal RNA of rrnC operon	
BW25113_3757	CP009273.1	3936795	3936870	+	gltU	tRNA		tRNA-Glu		gltU	tRNA-Glu	
BW25113_3758	CP009273.1	3937064	3939967	+	rrlC	rRNA		23S ribosomal RNA of rrnC operon		rrlC	23S ribosomal RNA of rrnC operon	
BW25113_3759	CP009273.1	3940060	3940179	+	rrfC	rRNA		5S ribosomal RNA of rrnC operon		rrfC	5S ribosomal RNA of rrnC operon	
BW25113_3760	CP009273.1	3940232	3940308	+	aspT	tRNA		tRNA-Asp		aspT	tRNA-Asp	
BW25113_3761	CP009273.1	3940317	3940392	+	trpT	tRNA		tRNA-Trp		trpT	tRNA-Trp	
BW25113_4480	CP009273.1	3940488	3941327	-	hdfR	CDS	1937115	flhDC operon transcriptional repressor	b4480	hdfR	transcriptional regulator HdfR (NCBI)	EG11449
BW25113_3764	CP009273.1	3941446	3941784	+	yifE	CDS	17817	UPF0438 family protein	b3764	maoP	hypothetical protein (NCBI)	EG11450
BW25113_3765	CP009273.1	3941809	3943329	-	yifB	CDS	17818	bifunctional magnesium chelatase family protein and putative transcriptional regulator	b3765	yifB	predicted bifunctional enzyme and transcriptional regulator (RefSeq)	EG11260
BW25113_3766	CP009273.1	3943682	3943780	+	ilvL	CDS	17819	ilvG operon leader peptide	b3766	ilvL	ilvG operon leader peptide (NCBI)	EG11270
BW25113_4669	CP009273.1	3943867	3943917	+	ilvX	CDS	7497369	uncharacterized protein	b4669	ilvX	expressed protein (RefSeq)	G0-10641
BW25113_4488	CP009273.1	3943920	3944903	+	ilvG	CDS				ilvG		
BW25113_3769	CP009273.1	3945561	3945824	+	ilvM	CDS	17821	acetolactate synthase 2 small subunit	b3769	ilvM	acetolactate synthase II, small subunit (NCBI)	EG10501
BW25113_3770	CP009273.1	3945844	3946773	+	ilvE	CDS	1937119	branched-chain amino-acid aminotransferase	b3770	ilvE	branched-chain amino acid aminotransferase (NCBI)	EG10497
BW25113_3771	CP009273.1	3946838	3948688	+	ilvD	CDS	1937120	dihydroxyacid dehydratase	b3771	ilvD	dihydroxy-acid dehydratase (NCBI)	EG10496
BW25113_3772	CP009273.1	3948691	3950235	+	ilvA	CDS	17824	L-threonine dehydratase%2C biosynthetic%3B also known as threonine deaminase	b3772	ilvA	threonine dehydratase (NCBI)	EG10493
BW25113_3773	CP009273.1	3950287	3951180	-	ilvY	CDS	17825	transcriptional activator of ilvC%3B autorepressor	b3773	ilvY	DNA-binding transcriptional dual regulator (NCBI)	EG10503
BW25113_3774	CP009273.1	3951330	3952805	+	ilvC	CDS	17826	ketol-acid reductoisomerase%2C NAD(P)-binding	b3774	ilvC	ketol-acid reductoisomerase (NCBI)	EG10495
BW25113_3775	CP009273.1	3952892	3953173	-	ppiC	CDS	17827	peptidyl-prolyl cis-trans isomerase C (rotamase C)	b3775	ppiC	peptidyl-prolyl cis-trans isomerase C (rotamase C) (NCBI)	EG12352
BW25113_3777	CP009273.1	3953614	3953820	-	yifN	CDS				yifN		
BW25113_3778	CP009273.1	3954037	3956058	+	rep	CDS	1937123	DNA helicase and single-stranded DNA-dependent ATPase	b3778	rep	DNA helicase and single-stranded DNA-dependent ATPase (NCBI)	EG10837
BW25113_3779	CP009273.1	3956105	3957589	-	gpp	CDS	1937124	guanosine pentaphosphatase/exopolyphosphatase	b3779	gpp	guanosine pentaphosphatase/exopolyphosphatase (NCBI)	EG10413
BW25113_3780	CP009273.1	3957725	3958990	-	rhlB	CDS	17831	ATP-dependent RNA helicase	b3780	rhlB	ATP-dependent RNA helicase (NCBI)	EG10844
BW25113_3781	CP009273.1	3959121	3959450	+	trxA	CDS	17832	thioredoxin 1	b3781	trxA	thioredoxin 1 (VIMSS)	EG11031
BW25113_3783	CP009273.1	3959777	3961036	+	rho	CDS	17834	transcription termination factor	b3783	rho	transcription termination factor Rho (NCBI)	EG10845
